Vehicle Class,Vehicle Category Group,Count,State,Vehicle Category
EARTH MOVING EQUIPMENT,HMV,3,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,29,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),OTH,12,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LGV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MGV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HMV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MMV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LMV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HGV,0,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),TOTAL,12,Tamil Nadu(148),CONSTRUCTION EQUIPMENT VEHICLE
ARTICULATED VEHICLE,LGV,2,Tamil Nadu(148),GOODS VEHICLES
ARTICULATED VEHICLE,MGV,3,Tamil Nadu(148),GOODS VEHICLES
ARTICULATED VEHICLE,HGV,"1,179",Tamil Nadu(148),GOODS VEHICLES
ARTICULATED VEHICLE,TOTAL,"1,184",Tamil Nadu(148),GOODS VEHICLES
CASH VAN,LGV,14,Tamil Nadu(148),GOODS VEHICLES
CASH VAN,MGV,0,Tamil Nadu(148),GOODS VEHICLES
CASH VAN,HGV,0,Tamil Nadu(148),GOODS VEHICLES
CASH VAN,TOTAL,14,Tamil Nadu(148),GOODS VEHICLES
GOODS CARRIER,LGV,"21,811",Tamil Nadu(148),GOODS VEHICLES
GOODS CARRIER,MGV,"3,326",Tamil Nadu(148),GOODS VEHICLES
GOODS CARRIER,HGV,"7,351",Tamil Nadu(148),GOODS VEHICLES
GOODS CARRIER,TOTAL,"32,488",Tamil Nadu(148),GOODS VEHICLES
MOBILE CLINIC,LGV,1,Tamil Nadu(148),GOODS VEHICLES
MOBILE CLINIC,MGV,0,Tamil Nadu(148),GOODS VEHICLES
MOBILE CLINIC,HGV,2,Tamil Nadu(148),GOODS VEHICLES
MOBILE CLINIC,TOTAL,3,Tamil Nadu(148),GOODS VEHICLES
BUS,LPV,11,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
BUS,MPV,6,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
BUS,HPV,"1,161",Tamil Nadu(148),PUBLIC SERVICE VEHICLE
BUS,TOTAL,"1,178",Tamil Nadu(148),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,LPV,"1,107",Tamil Nadu(148),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,MPV,895,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,HPV,78,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,TOTAL,"2,080",Tamil Nadu(148),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,4,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,5,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,295,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,304,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,LPV,331,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,MPV,384,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,HPV,351,Tamil Nadu(148),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,TOTAL,"1,066",Tamil Nadu(148),PUBLIC SERVICE VEHICLE
CRANE MOUNTED VEHICLE,LMV,2,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,OTH,12,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HMV,16,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MMV,28,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,TOTAL,58,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,LMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,MGV,11,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,TOTAL,21,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,HMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,OTH,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,HGV,10,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,MMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HGV,5,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,TOTAL,5,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,OTH,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FORK LIFT,MMV,3,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FORK LIFT,OTH,1,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FORK LIFT,MGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FORK LIFT,HGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FORK LIFT,TOTAL,5,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FORK LIFT,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FORK LIFT,HMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
FORK LIFT,LMV,1,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
HARVESTER,MGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
HARVESTER,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
HARVESTER,LMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
HARVESTER,TOTAL,284,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
HARVESTER,HMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
HARVESTER,OTH,284,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
HARVESTER,MMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
HARVESTER,HGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,HMV,1,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,LMV,9,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,TOTAL,18,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,MGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,HGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,OTH,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,MMV,8,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,HGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,OTH,6,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,TOTAL,26,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,MGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,HMV,1,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,MMV,2,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,LMV,17,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,HGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,LMV,2,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,HMV,1,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,MMV,5,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,OTH,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,MGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,TOTAL,8,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,LGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,HGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,MGV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,HMV,6,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,MMV,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,LMV,5,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,OTH,0,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,TOTAL,11,Tamil Nadu(148),SPECIAL CATEGORY VEHICLES
CAMPER VAN / TRAILER (PRIVATE USE),LMV,1,Tamil Nadu(148),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HMV,3,Tamil Nadu(148),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MMV,2,Tamil Nadu(148),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),LGV,0,Tamil Nadu(148),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MGV,0,Tamil Nadu(148),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HGV,0,Tamil Nadu(148),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),TOTAL,6,Tamil Nadu(148),TRAILER
TRAILER (COMMERCIAL),LMV,0,Tamil Nadu(148),TRAILER
TRAILER (COMMERCIAL),HMV,0,Tamil Nadu(148),TRAILER
TRAILER (COMMERCIAL),MMV,0,Tamil Nadu(148),TRAILER
TRAILER (COMMERCIAL),LGV,0,Tamil Nadu(148),TRAILER
TRAILER (COMMERCIAL),MGV,0,Tamil Nadu(148),TRAILER
TRAILER (COMMERCIAL),HGV,1,Tamil Nadu(148),TRAILER
TRAILER (COMMERCIAL),TOTAL,1,Tamil Nadu(148),TRAILER
AGRICULTURAL TRACTOR,LMV,"15,686",Tamil Nadu(148),TRACTOR
AGRICULTURAL TRACTOR,MMV,42,Tamil Nadu(148),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Tamil Nadu(148),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Tamil Nadu(148),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Tamil Nadu(148),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Tamil Nadu(148),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,"15,728",Tamil Nadu(148),TRACTOR
TRACTOR (COMMERCIAL),LMV,0,Tamil Nadu(148),TRACTOR
TRACTOR (COMMERCIAL),MMV,0,Tamil Nadu(148),TRACTOR
TRACTOR (COMMERCIAL),LGV,107,Tamil Nadu(148),TRACTOR
TRACTOR (COMMERCIAL),MGV,0,Tamil Nadu(148),TRACTOR
TRACTOR (COMMERCIAL),HGV,0,Tamil Nadu(148),TRACTOR
TRACTOR (COMMERCIAL),OTH,0,Tamil Nadu(148),TRACTOR
TRACTOR (COMMERCIAL),TOTAL,107,Tamil Nadu(148),TRACTOR
M-CYCLE/SCOOTER,2WIC,0,Tripura(9),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"20,163",Tripura(9),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Tripura(9),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"20,163",Tripura(9),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WIC,0,Tripura(9),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WN,8,Tripura(9),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WT,0,Tripura(9),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,TOTAL,8,Tripura(9),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WIC,0,Tripura(9),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WN,203,Tripura(9),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WT,0,Tripura(9),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),TOTAL,203,Tripura(9),TWO WHEELER
E-RICKSHAW(P),3WN,0,Tripura(9),THREE WHEELER
E-RICKSHAW(P),3WT,830,Tripura(9),THREE WHEELER
E-RICKSHAW(P),TOTAL,830,Tripura(9),THREE WHEELER
THREE WHEELER (GOODS),3WN,0,Tripura(9),THREE WHEELER
THREE WHEELER (GOODS),3WT,219,Tripura(9),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,219,Tripura(9),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Tripura(9),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,"5,471",Tripura(9),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,"5,471",Tripura(9),THREE WHEELER
MOTOR CAR,4WIC,0,Tripura(9),FOUR WHEELER
MOTOR CAR,LMV,"2,673",Tripura(9),FOUR WHEELER
MOTOR CAR,MMV,0,Tripura(9),FOUR WHEELER
MOTOR CAR,HMV,0,Tripura(9),FOUR WHEELER
MOTOR CAR,TOTAL,"2,673",Tripura(9),FOUR WHEELER
AMBULANCE,2WT,0,Tripura(9),AMBULANCE/HEARSES
AMBULANCE,LPV,22,Tripura(9),AMBULANCE/HEARSES
AMBULANCE,MPV,0,Tripura(9),AMBULANCE/HEARSES
AMBULANCE,HPV,0,Tripura(9),AMBULANCE/HEARSES
AMBULANCE,LGV,0,Tripura(9),AMBULANCE/HEARSES
AMBULANCE,MGV,0,Tripura(9),AMBULANCE/HEARSES
AMBULANCE,HGV,0,Tripura(9),AMBULANCE/HEARSES
AMBULANCE,TOTAL,22,Tripura(9),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,1,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,18,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,14,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,3,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,45,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,1,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,44,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),OTH,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),LGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),HMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),MGV,5,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (COMMERCIAL),TOTAL,5,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),OTH,1,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LMV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HGV,0,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),TOTAL,1,Tripura(9),CONSTRUCTION EQUIPMENT VEHICLE
GOODS CARRIER,LGV,"1,056",Tripura(9),GOODS VEHICLES
GOODS CARRIER,MGV,68,Tripura(9),GOODS VEHICLES
GOODS CARRIER,HGV,268,Tripura(9),GOODS VEHICLES
GOODS CARRIER,TOTAL,"1,392",Tripura(9),GOODS VEHICLES
BUS,LPV,11,Tripura(9),PUBLIC SERVICE VEHICLE
BUS,MPV,24,Tripura(9),PUBLIC SERVICE VEHICLE
BUS,HPV,12,Tripura(9),PUBLIC SERVICE VEHICLE
BUS,TOTAL,47,Tripura(9),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,4,Tripura(9),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,0,Tripura(9),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,0,Tripura(9),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,4,Tripura(9),PUBLIC SERVICE VEHICLE
CRANE MOUNTED VEHICLE,LMV,0,Tripura(9),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MMV,1,Tripura(9),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HMV,1,Tripura(9),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LGV,0,Tripura(9),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MGV,0,Tripura(9),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HGV,0,Tripura(9),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,OTH,4,Tripura(9),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,TOTAL,6,Tripura(9),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,LMV,0,Tripura(9),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,MMV,0,Tripura(9),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,HMV,0,Tripura(9),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,LGV,0,Tripura(9),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,MGV,1,Tripura(9),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,HGV,11,Tripura(9),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,OTH,0,Tripura(9),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,TOTAL,12,Tripura(9),SPECIAL CATEGORY VEHICLES
AGRICULTURAL TRACTOR,LMV,2,Tripura(9),TRACTOR
AGRICULTURAL TRACTOR,MMV,0,Tripura(9),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Tripura(9),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Tripura(9),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Tripura(9),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Tripura(9),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,2,Tripura(9),TRACTOR
TRACTOR (COMMERCIAL),LMV,0,Tripura(9),TRACTOR
TRACTOR (COMMERCIAL),MMV,0,Tripura(9),TRACTOR
TRACTOR (COMMERCIAL),LGV,18,Tripura(9),TRACTOR
TRACTOR (COMMERCIAL),MGV,0,Tripura(9),TRACTOR
TRACTOR (COMMERCIAL),HGV,0,Tripura(9),TRACTOR
TRACTOR (COMMERCIAL),OTH,0,Tripura(9),TRACTOR
TRACTOR (COMMERCIAL),TOTAL,18,Tripura(9),TRACTOR
ADAPTED VEHICLE,2WIC,8,Uttarakhand(21),TWO WHEELER
ADAPTED VEHICLE,2WT,0,Uttarakhand(21),TWO WHEELER
ADAPTED VEHICLE,TOTAL,8,Uttarakhand(21),TWO WHEELER
ADAPTED VEHICLE,2WN,0,Uttarakhand(21),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Uttarakhand(21),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"82,417",Uttarakhand(21),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"82,417",Uttarakhand(21),TWO WHEELER
M-CYCLE/SCOOTER,2WIC,0,Uttarakhand(21),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WN,21,Uttarakhand(21),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WIC,0,Uttarakhand(21),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WT,0,Uttarakhand(21),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,TOTAL,21,Uttarakhand(21),TWO WHEELER
MOPED,2WIC,0,Uttarakhand(21),TWO WHEELER
MOPED,2WT,0,Uttarakhand(21),TWO WHEELER
MOPED,TOTAL,161,Uttarakhand(21),TWO WHEELER
MOPED,2WN,161,Uttarakhand(21),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WIC,0,Uttarakhand(21),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WN,0,Uttarakhand(21),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,TOTAL,"1,675",Uttarakhand(21),TWO WHEELER
MOTOR CYCLE/SCOOTER-USED FOR HIRE,2WT,"1,675",Uttarakhand(21),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WN,2,Uttarakhand(21),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WIC,0,Uttarakhand(21),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WT,0,Uttarakhand(21),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),TOTAL,2,Uttarakhand(21),TWO WHEELER
E-RICKSHAW WITH CART (G),3WN,0,Uttarakhand(21),THREE WHEELER
E-RICKSHAW WITH CART (G),3WT,320,Uttarakhand(21),THREE WHEELER
E-RICKSHAW WITH CART (G),TOTAL,320,Uttarakhand(21),THREE WHEELER
E-RICKSHAW(P),3WN,0,Uttarakhand(21),THREE WHEELER
E-RICKSHAW(P),3WT,"3,818",Uttarakhand(21),THREE WHEELER
E-RICKSHAW(P),TOTAL,"3,818",Uttarakhand(21),THREE WHEELER
THREE WHEELER (GOODS),3WN,0,Uttarakhand(21),THREE WHEELER
THREE WHEELER (GOODS),3WT,262,Uttarakhand(21),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,262,Uttarakhand(21),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Uttarakhand(21),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,"1,362",Uttarakhand(21),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,"1,362",Uttarakhand(21),THREE WHEELER
ADAPTED VEHICLE,4WIC,30,Uttarakhand(21),FOUR WHEELER
ADAPTED VEHICLE,TOTAL,30,Uttarakhand(21),FOUR WHEELER
ADAPTED VEHICLE,LMV,0,Uttarakhand(21),FOUR WHEELER
ADAPTED VEHICLE,HMV,0,Uttarakhand(21),FOUR WHEELER
ADAPTED VEHICLE,MMV,0,Uttarakhand(21),FOUR WHEELER
MOTOR CAR,TOTAL,"26,657",Uttarakhand(21),FOUR WHEELER
MOTOR CAR,HMV,0,Uttarakhand(21),FOUR WHEELER
MOTOR CAR,MMV,0,Uttarakhand(21),FOUR WHEELER
MOTOR CAR,LMV,"26,657",Uttarakhand(21),FOUR WHEELER
MOTOR CAR,4WIC,0,Uttarakhand(21),FOUR WHEELER
OMNI BUS (PRIVATE USE),LMV,2,Uttarakhand(21),FOUR WHEELER
OMNI BUS (PRIVATE USE),TOTAL,2,Uttarakhand(21),FOUR WHEELER
OMNI BUS (PRIVATE USE),MMV,0,Uttarakhand(21),FOUR WHEELER
OMNI BUS (PRIVATE USE),HMV,0,Uttarakhand(21),FOUR WHEELER
OMNI BUS (PRIVATE USE),4WIC,0,Uttarakhand(21),FOUR WHEELER
